t,h_true,h_julia
0.5,0.09486832980505137,1.0816120508107123
0.7806122448979592,0.11853700016519426,1.1289078895277802
1.0612244897959184,0.13821013282797512,1.1704231893899832
1.3418367346938775,0.15541255169544638,1.192551121801663
1.6224489795918366,0.17089201746323043,1.1975447250849305
1.903061224489796,0.18508133898590728,1.1933710987234485
2.183673469387755,0.19825771724949218,1.188004956113722
2.4642857142857144,0.21061135500523911,1.1889661357398567
2.7448979591836733,0.2222794710838275,1.1981211319875607
3.0255102040816326,0.23336491525820538,1.2135077541386947
3.306122448979592,0.24394713378441782,1.2330913336169933
3.586734693877551,0.2540890089905424,1.2548382417954664
3.86734693877551,0.26384132522779513,1.2769954374262387
4.1479591836734695,0.2732457965022014,1.2984683765377225
4.428571428571429,0.28233718443429606,1.318256873849233
4.709183673469388,0.2911448198447793,1.335360744080084
4.989795918367347,0.2996937212065215,1.348869689929649
5.270408163265306,0.30800543329424485,1.3589421098473156
5.551020408163265,0.3160986671071847,1.3664373300016588
5.831632653061225,0.3239897957576782,1.3722268838925356
6.112244897959184,0.3316932440723888,1.3771823050198029
6.392857142857143,0.339221798490941,1.382175041058419
6.673469387755102,0.3465868563283839,1.3879277060808868
6.954081632653061,0.35379862830112146,1.3947084717958522
7.23469387755102,0.360866304600358,1.402699079584183
7.51530612244898,0.36779819222514076,1.412081270826746
7.795918367346939,0.3746018294299227,1.4230367869044085
8.076530612244898,0.3812840817820856,1.4357473691980376
8.357142857142858,0.3878512233171006,1.4503947590885002
8.637755102040817,0.3943090055232504,1.4671606979566627
8.918367346938776,0.4006627163149798,1.4862269269829864
9.198979591836734,0.4069172307153645,1.5076890574854147
9.479591836734693,0.41307705462930816,1.5313117822830902
9.760204081632653,0.4191463628249537,1.5567803315999365
10.040816326530612,0.42512903203327695,1.5837799356598794
10.321428571428571,0.4310286699115434,1.611995824686844
10.60204081632653,0.43684864048532596,1.6411132289047543
10.88265306122449,0.4425920865786473,1.670817378537536
11.16326530612245,0.44826194965689886,1.7007935038091133
11.443877551020408,0.45386098743818837,1.730726834943412
11.724489795918368,0.45939178957239823,1.7603026021643564
12.005102040816327,0.46485679164092447,1.7892060356958708
12.285714285714286,0.4702582876918355,1.8171223657618814
12.566326530612244,0.4755984414934729,1.8437368225863118
12.846938775510203,0.4808792966630853,1.8687346363930875
13.127551020408163,0.48610278580496424,1.8918010374061336
13.408163265306122,0.49127073877395766,1.9126212558493745
13.688775510204081,0.4963848901645511,1.9308805219467353
13.96938775510204,0.5014468861124144,1.9462640659221409
14.25,0.506458290484024,1.958457117999516
